train_acc,train_loss,val_acc,val_loss
0.02713684210526316,4.4585667,0.05360000000000001,4.158403
0.0665263157894737,4.064799,0.08120000000000001,3.9113772
0.08936842105263158,3.8954432,0.096,3.8177712
0.10863157894736844,3.7795784,0.1272,3.6495643
0.13071578947368423,3.6679626,0.12760000000000002,3.6239173
0.14608421052631576,3.5725539,0.15560000000000002,3.5042288
0.16789473684210526,3.4416277,0.1856,3.3408828
0.18618947368421054,3.331036,0.17920000000000003,3.352815
0.2056842105263158,3.220938,0.23040000000000002,3.1454391
0.22656842105263159,3.1126072,0.22519999999999998,3.1462355
0.23597894736842107,3.054038,0.24479999999999996,3.0053492
0.2517263157894737,2.9803164,0.2696,2.891607
0.26122105263157896,2.9129405,0.266,2.9454474
0.27002105263157894,2.8795853,0.2692,2.8995578
0.28338947368421047,2.8052883,0.28800000000000003,2.7697701
0.28981052631578946,2.7750592,0.26839999999999997,2.8554919
0.2982105263157895,2.7367127,0.29040000000000005,2.7473664
0.311978947368421,2.669447,0.3068,2.649205
0.3133894736842105,2.6644266,0.31079999999999997,2.6792686
0.3214947368421052,2.6150904,0.3272,2.5922592
0.3288421052631579,2.577528,0.3156,2.6443439
0.33433684210526315,2.5662794,0.3324,2.573921
0.3453473684210526,2.5067487,0.35,2.5025098
0.3467157894736842,2.4933558,0.33039999999999997,2.5593026
0.35414736842105254,2.46888,0.35240000000000005,2.4763672
0.36311578947368417,2.4313023,0.34080000000000005,2.5110378
0.36507368421052633,2.418305,0.33759999999999996,2.5077977
0.37271578947368417,2.3911293,0.3604,2.4082117
0.3759157894736842,2.36202,0.34800000000000003,2.4833753
0.37785263157894733,2.3575912,0.36479999999999996,2.4234607
0.38650526315789474,2.3219092,0.37799999999999995,2.3532646
0.3867578947368421,2.3157787,0.33480000000000004,2.651135
0.39018947368421053,2.2983527,0.38120000000000004,2.3523645
0.3955157894736842,2.2708185,0.3804,2.366421
0.3959157894736842,2.2717898,0.3724,2.3776593
0.40336842105263154,2.243893,0.39640000000000003,2.2951999
0.40618947368421054,2.2262487,0.366,2.3952534
0.40591578947368423,2.2204769,0.3888,2.3153372
0.412778947368421,2.1915438,0.4040000000000001,2.245412
0.413221052631579,2.1897573,0.37920000000000004,2.3442643
0.4169473684210527,2.1717317,0.41279999999999994,2.2197728
0.42349473684210526,2.1535022,0.408,2.2774105
0.42157894736842105,2.1634283,0.3904000000000001,2.2806146
0.4246105263157895,2.1386068,0.4132,2.1968024
0.4294105263157895,2.120334,0.3956,2.250888
0.4288421052631579,2.1261573,0.39039999999999997,2.3114314
0.4375789473684211,2.0882735,0.41960000000000003,2.1634455
0.4362947368421053,2.0897698,0.4059999999999999,2.254361
0.4325894736842106,2.095755,0.4144,2.22183
0.44153684210526317,2.0607305,0.42199999999999993,2.1827662
0.43957894736842107,2.0744038,0.406,2.2270389
0.4439789473684211,2.0523849,0.43239999999999995,2.1413584
0.44726315789473686,2.0409796,0.41159999999999997,2.1723962
0.4462736842105264,2.046277,0.424,2.1848695
0.4533684210526316,2.0144916,0.43360000000000004,2.0916386
0.4482736842105263,2.0281618,0.4004000000000001,2.2740726
0.4551578947368421,2.0119808,0.43599999999999994,2.1213398
0.4572421052631579,1.9943506,0.42839999999999995,2.1366155
0.45886315789473686,1.9965376,0.41359999999999997,2.1650684
0.4634947368421053,1.9764142,0.4292,2.087069
0.46286315789473687,1.9702315,0.4208,2.1582518
0.4618105263157895,1.9690086,0.42519999999999997,2.1149457
0.4664421052631579,1.9501816,0.44239999999999996,2.0567286
0.47016842105263157,1.9495192,0.41519999999999996,2.231855
0.4681263157894737,1.944551,0.44160000000000005,2.0621572
0.4732631578947369,1.9296868,0.4452,2.1183393
0.47073684210526323,1.9390761,0.4204,2.1546366
0.4749473684210526,1.9236639,0.45039999999999997,2.038674
0.47593684210526316,1.9172893,0.43320000000000003,2.1062722
0.47467368421052636,1.9211544,0.434,2.1008532
0.48006315789473686,1.8914179,0.4596,1.9966894
0.48071578947368415,1.8983381,0.42480000000000007,2.174918
0.4780842105263157,1.9001745,0.44799999999999995,2.0214386
0.48650526315789483,1.8719438,0.45519999999999994,2.0086722
0.48183157894736844,1.8935567,0.4343999999999999,2.0908716
0.48284210526315796,1.8777701,0.45799999999999996,2.0008633
0.48760000000000003,1.8662527,0.4436,2.0381172
0.4883368421052631,1.8648461,0.4436,2.0699906
0.49145263157894736,1.8482835,0.45400000000000007,1.9954442
0.4882736842105263,1.8527033,0.42680000000000007,2.1372378
0.4912631578947369,1.844252,0.4596,1.9925663
0.4940842105263158,1.8294195,0.45400000000000007,2.0143316
0.4934315789473684,1.8415482,0.4467999999999999,2.0977683
0.4939578947368421,1.833222,0.47,1.9649566
0.49858947368421047,1.8183401,0.436,2.1345894
0.4945473684210526,1.8290392,0.4632,2.0343838
0.49842105263157893,1.8087056,0.46959999999999996,1.9512666
0.4988842105263157,1.8127863,0.4404,2.091865
0.49930526315789475,1.8103342,0.458,1.9855713
0.503578947368421,1.7947016,0.4576,2.0225997
0.5006947368421052,1.8078153,0.4536,1.9862316
0.5049263157894737,1.7888077,0.4636,1.960333
0.5039789473684211,1.782342,0.45760000000000006,2.0354657
0.5045263157894736,1.7875675,0.4576,2.0087245
0.510463157894737,1.7661077,0.47200000000000003,1.9542546
0.5068,1.7747985,0.44600000000000006,2.0957954
0.5084631578947368,1.771953,0.47239999999999993,1.9502574
0.5102105263157896,1.7564019,0.4704,1.9457376
0.506778947368421,1.774176,0.4456,2.0847554
0.5129894736842106,1.7534144,0.4692,1.9556365
